qid,vid,Start Frame,End Frame,question,answer,a0,a1,a2,a3,a4
2678,S04E07,1570,1940,Why did Butch jump into the bush?,2,Butch was making his grand escape with all the stolen food.,butch wanted to drive jerry out of the house,Butch wanted to hide in the bush to creep up to the door and steal the bottle of milk.,Butch was hungry and wanted to devour Jerry.,Butch was hungry and wanted to steal and eat the ham on the window seal.
2679,S04E07,1960,2140,Why did Butch creep up to the window?,3,Butch took the vent off to ambush Jerry from the back and catch Jerry,Butch wanted to hide in the bush to creep up to the door and steal the bottle of milk.,Butch thought he hit Jerry with the axe and did not know that Jerry put Tom's tail there and escaped so Butch was confused,Butch was hungry and wanted to steal and eat the ham on the window seal.,butch wanted to drive jerry out of the house
2680,S04E07,1960,2255,Why was Butch staring at his fingers?,0,Tom had slammed the window onto Butch's fingers and Butch was in pain.,Butch took off the gloves to wash his hands and prepare for the exterminator job.,Butch was in disbelief that Tom and Jerry were getting along.,Butch thought he hit Jerry with the axe and did not know that Jerry put Tom's tail there and escaped so Butch was confused,Butch's hands were wet after Butch washed them so Butch wiped them against the curtains to dry them
2681,S04E07,2255,2510,Why did Butch lick his lips?,2,Butch was glad that his plan worked as he entered the house successfully and got the chance to steal the ham.,Tom had slammed the window onto Butch's fingers and Butch was in pain.,Tom was excited to steal and eat the ham.,Jerry was happy that there was bread for him to eat.,Jerry was hungry and wanted to eat the bubble gum that Tom was eating.
2682,S04E07,2540,3045,Why did Butch go into the bassinet?,0,Butch had a plan to enter Tom's house by pretending to be baby.,Butch did not want his disguise to be exposed to Tom.,Butch wanted to eat the ham when Tom put the ham back into the fridge.,Butch disguised himself as a baby to ask for the ham.,Butch thought he hit Jerry with the axe and did not know that Jerry put Tom's tail there and escaped so Butch was confused
2683,S04E07,3045,3215,Why did Butch make crying noises?,3,Butch was in pain.,Butch felt pain as the bath water Tom prepared was too hot for Butch.,Butch disguised himself as a baby to ask for the ham.,Butch wanted to be babysat and fed by Tom to get inside Tom's house.,Butch was in disbelief that Tom and Jerry were getting along.
2684,S04E07,3070,3490,Why did Tom bring the bassinet into the house?,3,Tom saw the baby falling and wanted to prevent the baby from crashing to keep the baby safe.,Tom wanted the baby to crawl towards the stroller so that Tom could put the baby back into the stroller ,Tom wanted to catch the baby to prevent the baby from crawling elsewhere and to keep the baby safe.,Tom regarded Butch as a baby and decided to feed Butch after reading the note on Butch.,Tom was annoyed at the pup for stealing Tom's milk.
2685,S04E07,3070,3800,Why did Butch stick his tongue out?,0,Butch was glad that his plan worked as he entered the house successfully and got the chance to steal the ham.,Butch was hungry and excited to eat the food he found.,Butch thought he hit Jerry with the axe and did not know that Jerry put Tom's tail there and escaped so Butch was confused,Tom was excited to steal and eat the ham.,Butch was in disbelief that Tom and Jerry were getting along.
2686,S04E07,3515,4045,Why did Butch put the meat behind the sofa?,1,Butch disliked milk that Tom fed Butch.,Butch did not want to be caught stealing the meat.,Butch was glad that his plan worked as he entered the house successfully and got the chance to steal the ham.,Butch wanted to eat the ham when Tom put the ham back into the fridge.,Butch was hungry and wanted to steal and eat the ham on the window seal.
2687,S04E07,4045,4225,Why did Butch spit out the milk?,1,Butch felt pain as the bath water Tom prepared was too hot for Butch.,Butch disliked milk that Tom fed Butch.,Butch wanted to be babysat and fed by Tom to get inside Tom's house.,Butch wanted to eat the ham when Tom put the ham back into the fridge.,Butch was in disbelief that Tom and Jerry were getting along.
2688,S04E07,4045,4415,Why did Butch continue drinking the milk?,2,Butch had a plan to enter Tom's house by pretending to be baby.,Butch thought he hit Jerry with the axe and did not know that Jerry put Tom's tail there and escaped so Butch was confused,Butch did not want his disguise to be exposed to Tom.,Butch was annoyed to be treated like a baby by Tom.,Butch was showing that he was hurt after hitting the cabinet in order to get Tom to chase after Jerry.
2689,S04E07,4320,4555,Why did Jerry lick his lips?,1,The dog wanted to show affection to Jerry.,Jerry was excited to eat the ham.,Jerry was afraid that Tom would eat Jerry.,Jerry messed with Tom by switching the buckets so Jerry stuck his tongue out to taunt Tom and make Tom more angry,because jerry wanted to attack Tom without attracting Tom's attention
2690,S04E07,4640,4880,Why did Butch hit Jerry?,1,Jerry wanted to tell Butch where Toodles was for Butch to go for Toodles.,Butch wanted to inflict pain on Jerry and take the ham back.,Jerry tried to escape by running out of the second hole but Butch was already there waiting for Jerry so Jerry was surprised,Jerry had a plan to pass Butch a heavy light bulb to throw at Tom.,Jerry threw the bomb at Tom and Butch to avoid getting hurt since the bomb was about to explode
2691,S04E07,4910,5335,Why did Tom pat Butch on the back?,3,Butch was angry at Tom.,Butch wanted to inflict pain on Tom to get back at Tom.,Tom was jealous and wanted to inflict pain on Butch.,Tom was babysitting and showing care to baby Butch.,Tom wanted to inflict pain on Butch to get rid of Butch.
2692,S04E07,4910,5335,Why was Butch pouting?,2,Butch caught something and thought that it was Jerry so Butch was happy,butch wanted to ask Tom to kick jerry out of the house,Butch was annoyed to be treated like a baby by Tom.,Butch thought he hit Jerry with the axe and did not know that Jerry put Tom's tail there and escaped so Butch was confused,Butch was in pain.
2693,S04E07,5975,6490,Why did Tom prepare hot water?,0,Tom was babysitting and showing care to baby Butch.,Tom wanted to inflict pain on Butch to get rid of him.,Tom got hit by a hot object so Tom dipped in the water to cool off,Tom hoped that the woodpecker would stop poking him.,Jerry and Nibbles opened the champagne and caused it to burst out and sprayed Tom.
2694,S04E07,5835,6300,Why did Butch jump into Tom's arms?,1,Tom was jealous and wanted to inflict pain on Butch.,Butch wanted to replace the ham in Tom's arms so that his disguise would not be exposed.,Tom wanted to inflict pain on Butch in order to run away.,Butch wanted to take revenge for Tom trying to shoot Butch earlier.,Tom wanted to inflict physical pain on Butch.
2695,S04E07,5300,6410,Why did Jerry snatch the ham away?,0,Jerry wanted to get back at Butch for taking the ham away.,Jerry wanted to use the hammock as a slingshot to catapult Tom into the air.,Jerry wanted to grab and eat the piece of cheese outside the mousehole.,Jerry was hungry and wanted to eat the cheese.,Jerry had enough of Tom messing with him so Jerry decided to move out so Tom would not mess with him anymore
2696,S04E07,5980,6560,Why did Butch jump up and scream?,1,Butch wanted to be babysat and fed by Tom to get inside Tom's house.,Butch felt pain as the bath water Tom prepared was too hot for Butch.,Butch did not expect Tom to backstab him.,Butch was in disbelief that Tom and Jerry were getting along.,Butch was showing that he was hurt after hitting the cabinet in order to get Tom to chase after Jerry.
2697,S04E07,6285,6645,Why was Butch chasing Jerry?,3,Jerry tried to escape by running out of the second hole but Butch was already there waiting for Jerry so Jerry was surprised,Jerry wanted Tom to inflict pain on Butch so that Jerry could run away.,Jerry wanted to inflict pain on Tom and Butch so that he could escape.,Butch wanted to get the ham back from Jerry.,Tom and Butch wanted to catch Jerry for Mammy two shoes in order to be able to stay in the house.
2698,S04E07,6600,7040,Why did Butch start crying?,1,Butch was about to finish the job of killing Jerry but Jerry escaped from Butch which made Butch angry,Butch was showing that he was hurt after hitting the cabinet in order to get Tom to chase after Jerry.,Butch was in pain.,Butch was angry that Tom had interrupted Butch's time with Toodles.,Butch was in disbelief that Tom and Jerry were getting along.
2710,S04E08,645,1201,why did jerry and tuffy open the taps?,0,Jerry and Tuffy filled the kitchen with water to play in the water,Jerry cared for Tuffy and did not want Tuffy to be hurt by falling into the hot soup.,Jerry wanted to continue the lessons with Tuffy so Jerry grabbed Tuffy to stop Tuffy from leaving the mouse hole.,Jerry and Tuffy were on their way to pluck a whisker from Tom without waking Tom up.,because jerry and tuffy did not want to get attacked by Tom
2711,S04E08,1294,2511,why did jerry and tuffy put the wire into the water and  turn on the freeze mode?,3,Tuffy wanted to freeze Tom to prevent Tom from attacking jerry with the water,Jerry wanted to make Tom fall down in order to release Quacker.,Jerry wanted to cause more destruction in the house so that Jerry would not be caught.,because jerry and tuffy wanted to skate on the ice and play,Jerry and Tuffy filled the kitchen with water to play in the water
2712,S04E08,2354,2700,why was there different coloured lights shining on jerry?,0,because the jellies that were coloured reflected the colours on the light which shone on Jerry,Jerry turned white after seeing the shark and getting scared of the shark.,Jerry switched off the lights so that Tom could not see Jerry and would not be able to shoot Jerry.,Jerry wanted to make the room dark so that Jerry could appear white and scare Tom.,because jerry was hiding in the tub of flour and emerged covered in flour.
2713,S04E08,3212,3439,why did Tom walk slowly and peek into the kitchen?,3,Tom wanted to catch Jerry and take revenge.,Tom was afraid of getting measles.,Tom wanted to search and catch Jerry who had escaped.,Tom suspected someone entered his kitchen and he wanted to peek in without being noticed,Tom wanted to get into the house to catch Jerry when St. Bernard was outside.
2714,S04E08,3439,3696,why did tuffy fly out and pluck Tom's whiskers?,3,Tom wanted to stop Tuffy and attack tuffy,Jerry wanted to let Tuffy drink the milk dripping from Tom's whisker to satisfy Tuffy's hunger.,Tom wanted to tease Tuffy by preventing Tuffy from walking forward.,tuffy lost balance and held the whiskers for balance to prevent falling and hurting,Jerry pulled Tom's whiskers that made the whisker come to one side of Tom's face.
2715,S04E08,3550,4176,why did Tom chase tuffy?,3,because Tom was offended by Jerry's drawing and wanted to catch Jerry.,Tuffy was trying to convince Jerry that Tom had been here and Tuffy had been sparring with Tom.,Tuffy had resigned to his fate of being a messenger and did not want to bother sparring with Tom.,because Tom was angry with tuffy for plucking out Tom's whiskers,Tuffy wanted to wake up Tom and get Tom to pass Tuffy the cheese.
2716,S04E08,4146,4594,Why did Tom tumble?,4,Tom caught the ball to prevent the ball from hitting Jerry but the ball was too heavy and caused Tom to fall.,"Jerry poked Tom with a rod to stop Tom spinning, resulting in Tom falling to the ground.",Tom blocked the air flow of the jetpack and fell down because of the gravity.,"Tom was running and did not look front, causing him to get caught in a clothesline and fall down.",Tom was skating on the ice and was unable to move forward
2717,S04E08,4146,4600,Why was Tom panting?,1,Tom was trying to impress Toodles as Tom was in love with Toodles.,Tom was tired of trying to run on the ice.,Tom was in pain because Tom kick the robot cat.,because Tom got scared when he heard a noise and wanted to run to hide.,Tom knocked over a flower pot and was going to get punished by Mammy Two Shoes 
2718,S04E08,4642,5002,why did jerry get the scissors?,4,Jerry wanted to get rid of Tom by catapulting Tom into the air.,Jerry wanted to steal and eat Tom's dessert.,Jerry wanted to save Quacker who was about to be cooked and eaten by Tom.,Jerry was trying to make a hole in the boards to leave the mousehole.,Jerry wanted to prevent Tom from standing on the ice by cutting Tom's nails.
2719,S04E08,5090,5365,why did jerry and Tuffy hold Tom's tail?,4,because jerry wanted the lightbulbs Tom was holding on to to light up and inflict pain on Tom.,jerry and Tom were making it seem like Tom caught jerry,Jerry wanted to make it harder for Tom to run and chase Jerry with the heavy bowling ball tied to Tom's tail.,Jerry was about to get hit by Butch's axe so Jerry pulled Tom's tail to switch himself out with Tom's tail so that Jerry doesn't get hurt,Jerry and Tuffy wanted to throw Tom to inflict pain on Tom.
2720,S04E08,5500,5872,Why was Tom smiling?,0,Tom was happy that he could chase Jerry and Tuffy with the skating shoes.,Tom was happy that he caught Jerry ,Tom was excited to throw a heavy ball on Muscles and Jerry.,Tom saw Jerry dive into the bowling ball and covered the holes thinking Jerry was trapped and that Tom had caught Jerry,Tom saw that Jerry fell into Tom's trap and was happy
2721,S04E08,5871,6252,why did jerry and tuffy stop moving?,1,Jerry and Tuffy were on their way to pluck a whisker from Tom without waking Tom up.,because the forced exerted by Tom on tuffy's tail caused Jerry and tuffy to stop moving,Jerry did not want Tuffy to get hurt by the mouse trap.,"Jerry was concerned for Tuffy after seeing how big Tuffy became after eating the orange, and wanted Tuffy to spit the orange out.",Jerry wanted to get away as he knew that the angry Tom would chase and catch Jerry and Tuffy.
2722,S04E08,6321,6404,why were jerry and tuffy running?,0,because jerry and tuffy did not want to get attacked by Tom,Jerry did not want Tuffy to get hurt by the mouse trap.,Jerry did not want to be caught by Tom since Jerry hurt Tom.,Jerry and Tuffy were on their way to pluck a whisker from Tom without waking Tom up.,because jerry wanted to attack the animal with his gun
2723,S04E08,6404,6610,why did Tom throw snow at jerry and tuffy?,3,Jerry wanted to approach Tom without getting noticed by Tom to scare Tom ,Jerry wanted to let Tuffy drink the milk dripping from Tom's whisker to satisfy Tuffy's hunger.,Tom wanted to get rid of Jerry so that Tom could rest.,because Tom wanted to catch jerry and tuffy so that Tom can attack jerry and tuffy,Jerry tricked Tom into thinking Tom had a high temperature and used ice to cool Tom down.
2724,S04E08,7252,7596,why did jerry run?,0,Jerry wanted to run away from Tom to avoid being hurt by Tom.,Tom tied a string to jerry’s tail and pulled the string to prevent jerry from escaping,Tom's mouth was opened in front of Jerry so Jerry stopped to avoid being eaten,Tom pushed the fences to close the gaps and clamp Jerry''s tail to catch Jerry.,Jerry was scared of the pain from being hit.
2725,S04E08,7337,7530,Why did Tom become flat?,3,Jerry wrote signs to lead Tom to sleep on the bed.,Tom wanted to sneak up on Quacker to eat Quacker.,"Tom was chasing Jerry through thin pipes, which caused Tom's body to be compressed.","Tom followed Jerry and ran under the door while chasing Jerry, which caused Tom to turn flat.",Jerry hid in the glove and hit Tom.
2733,S04E09,640,1270,Why were Tom and Jerry smiling?,2,Jerry was happy that Tom and Butch got kicked out of the house and Jerry was safe.,Tom and Jerry were drunk from drinking the liquor from the cupboard.,Tom and Jerry were excited for their holiday.,Tom was happy to see the money that was for Tom.,Jerry was having fun disturbing Tom during Tom's performance.
2734,S04E09,1270,1425,Why did Jerry slam the door?,2,jerry wanted Tom to open the fridge and not notice him so that Jerry could kick Tom into the fridge.,Jerry saw that Tom was cooking the goldfish and Jerry wanted to save the goldfish.,Jerry wanted to take revenge and inflict pain on Tom.,Jerry did not want to be caught by Tom.,Jerry wanted to taunt Tom to make Tom open the door and see Jumbo.
2735,S04E09,1399,1600,Why was Tom chasing Jerry?,3,Jerry was taunting Tom by bringing a first aid kit which made Tom angry at Jerry,Jerry wanted to release smoke around Tom to blind Tom.,Tom was lazy and Tom did not want to catch Jerry.,Tom wanted to take revenge for Jerry slamming the door on Tom.,Tom wanted to pretend that Tom was hardworking to catch Jerry in front of Mammy Two Shoes.
2736,S04E09,1440,1700,Why did Jerry wear a moustache?,2,Jerry made Tom get punished by Mammy Two Shoes and wanted to taunt Tom while Mammy Two Shoes was dragging Tom out,Jerry was afraid that Tom would eat Jerry.,Jerry disguised himself and pointed Tom in another direction to get rid of Tom.,The caster oil was poured over Jerry which made Jerry want to vomit.,Jerry wanted to quieten Nibbles who Jerry felt was speaking too much.
2737,S04E09,1600,1790,Why did Tom freeze?,0,Tom realised that he had missed Jerry.,Tom was in pain.,"If Jerry dropped the glass, Mammy Two Shoes would scold Tom so Tom stopped so Jerry didn't drop the glass",Tom jumped in pain as jerry poked Tom using a fork,Tom was scared by Jerry's evil smile.
2738,S04E09,1790,2050,Why did Jerry spit water?,1,Tom's fur was inside Jerry's mouth after Jerry bit Tom so Jerry spat to get Tom's fur out of his mouth,Jerry wanted to disguise himself as a statue so that Tom would not recognise Jerry.,Tom wanted to get rid of Jerry to occupy the hammock by himself.,Jerry wanted to inflict physical pain on Tom so that Tom would stop chasing Jerry.,Jerry saw the injured Tom after Jerry sawed through the gift box that Tom was inside.
2739,S04E09,1900,2100,Why did Tom put his hands on his hip?,0,Tom wanted to stare at Jerry and let Jerry know that he had been caught.,Tom was scared as George was looking at the photo so Tom was praying.,Tom wanted to get away from the shark and avoid getting eaten,Tom's hand was in pain from hitting Jerry with the vase.,Tom wanted to shake Jerry's hand to congratulate Jerry for the medal.
2740,S04E09,1900,2170,Why did Jerry spit water at Tom?,2,Jerry wanted to wake Tom up as Tom hit the pole and lost consciousness,Jerry gave Tom the water bottle to get Tom in trouble since Tom was trying to give his owner the gun,Jerry wanted to distract Tom to take the opportunity to get away.,Jerry almost got crushed by the crusher and was scared so Jerry hid in Tom's mouth for safety,Jerry wanted to take revenge on Tom who had dunked Jerry into a ball cleaner.
2741,S04E09,2180,2460,Why did Jerry empty the basket of apples?,1,jerry did not want to share the gift with Tom,Jerry wanted Tom to trip on the apples and fall so that Jerry could get away.,because jerry wanted to write his last will for Tom.,Tom was chasing Jerry to get his revenge so Jerry hid in the refrigerator to avoid getting hurt by Tom,"Jerry was looking back while running away as he was being chased, so Jerry did not see the trash can and ran into it"
2742,S04E09,2222,2460,Why was Tom blinking?,0,Tom was in shock from the impact of the fall.,because Tom wanted to catch and attack jerry,Tom wanted to run away in order to not get hit by the plane.,Tom wanted to take revenge on Jerry.,Tom wanted to catch Jerry and take revenge.
2743,S04E09,2745,3190,Why was Tom hitting a pan around?,4,Tom and Jerry wanted Mammy Two Shoes to think that Tom had caught Jerry.,Tom kept hitting the floor because Tom was frustrated that he could not stop Jerry leaving,"Jerry purposely put the shovel in Tom's way for Tom to step on, causing Tom to get hit by the shovel.",Tom knew that Quacker and Jerry could not see Tom and wanted to use this opportunity to hurt Quacker and Jerry.,Tom wanted to inflict pain on Jerry.
2744,S04E09,2745,3075,Why did Topo come out of the mouse hole?,0,Topo was annoyed that Tom was hitting pans and came out of the mousehole to scold Tom.,Topo did not want to be bullied by the dogs.,Topo was excited as he was a huge fan of Tom and Jerry cartoons.,Topo was emotional and moved by the song that he was singing.,Topo wanted to befriend Tom and Jerry.
2745,S04E09,2745,3180,Why did Topo jump up?,2,Topsy wanted to protect Jerry from being caught by Tom.,Topo did not want to be bullied by the dogs.,Topo was taken aback to see Tom trying to hit Jerry with a pan.,Topo was excited as he was a huge fan of Tom and Jerry cartoons.,Topo was emotional and moved by the song that he was singing.
2746,S04E09,3075,3720,Why did Topo hit Tom?,0,Topo dislikes when a bigger creature picks on a smaller creature.,Topo was taken aback to see Tom trying to hit Jerry with a pan.,Topo was emotional and moved by the song that he was singing.,Topo did not want to be bullied by the dogs.,Tom wanted Topo to run towards Tom and Jerry's direction.
2747,S04E09,3750,3920,Why was Tom running away?,0,Tom ran away as he did not want to be bullied by the dog.,Tom was pretending to walk away to get inside the house through another window and take the ink bottle from Jerry away.,Tom did not want the firework to explode on him.,Tom did not want to be caught and hurt by Muscles.,Tom was scared and did not want to be caught by Spike.
2748,S04E09,3750,3870,Why did the dog trip Tom?,0,The dog wanted to inflict pain on Tom.,The dog saw that Tom caught Jerry and wanted to save Jerry from Tom.,Tom wanted to test the spray on another dog so that Tom could use it on the tiny bulldog.,Tom wanted to throw the pup out of the house.,Tom had left the model dog head under the red dog after getting out from the underneath of the red dog.
2749,S04E09,4170,4470,Why did Topo pull the dog's tail and tie it up?,0,Topo dislikes when a bigger creature picks on a smaller creature.,Topo did not want to be bullied by the dogs.,Topo was taken aback to see Tom trying to hit Jerry with a pan.,Topo was emotional and moved by the song that he was singing.,Topo was annoyed that Tom was hitting pans and came out of the mousehole to scold Tom.
2750,S04E09,4645,5535,Why was Topo laughing?,1,Topo did not want to be bullied by the dogs.,Topo was excited as he was a huge fan of Tom and Jerry cartoons.,Topo was taken aback to see Tom trying to hit Jerry with a pan.,Topo dislikes when a bigger creature picks on a smaller creature.,Topo was emotional and moved by the song that he was singing.
2751,S04E09,5535,7460,Why did Topo grab Tom and Jerry's hands?,2,Jerry was expressing his gratitude to Tom who gave Jerry a bubble gum to eat.,because jerry wanted Tom to be pulled by the curtain and rotate with curtain,Topo wanted to befriend Tom and Jerry.,Tom did not want the eggs that Jerry was juggling to drop and make a mess.,"Tom, Jerry and Topo were delighted that their plan of getting rid of the dogs had succeeded."
2752,S04E09,5865,6365,Why was Jerry laughing?,0,Jerry was amused to see saw Tom in a weird shape after eating a huge burger.,Jerry was having fun disturbing Tom during Tom's performance.,jerry was amused that Tom was getting hurt on screen,Jerry was happy to see Tom.,Jerry was happy to be eating the delicious food.
2753,S04E09,7580,7885,Why were the dogs smirking?,4,Tom was excited to get back at Jerry.,The tiny bulldog was happy that Jerry fed it meat,Tom was pleased that the mouse was Jerry as he knew Jerry could not perform magic.,The cats were glad that that Jerry could not run anymore.,"The dogs were pleased to be able to bully Tom, Jerry and Topo."
2754,S04E09,7725,8020,Why did Tom and Jerry run away?,4,"Tom and Jerry draw arrows but shot themselves instead of the arrows, causing Tom and Jerry to fly towards each other.",Jerry wanted to warn Tom to dodge the brick by opening Tom's eyelids.,Jerry fell in love with the female mouse and wanted to stay with the female mouse instead of Tom,"If Tom walked away, Jerry would not drop the glass and Mammy Two Shoes wouldn't scold Tom again",Tom and Jerry ran away as did not want to be bullied by the dogs.
2764,S04E10,610,1350,Why was Quacker crying?,0,Quacker was upset after reading The Ugly Duckling.,Quacker wanted to get his mother's attention so that he would not be left behind.,Quacker did not want to be left behind so Quacker ran to catch up with the other ducklings.,quacker was happy to swim with other ducklings,Quacker was scared of drowning and dying.
2765,S04E10,610,1055,Why did Jerry open the door?,4,Jerry was curious to see what was happening after hearing the crashing noises.,Jerry wanted Tom to run into the window.,jerry wanted Tom to open the fridge and not notice him so that Jerry could kick Tom into the fridge.,Jerry wanted Tom to walk and fall into the hole.,Jerry was curious to see who was crying outside the door.
2766,S04E10,610,1055,Why did Jerry pat Quacker?,1,because jerry and Quacker wanted to get away to avoid being physically hurt by Tom,Jerry was showing concern to Quacker and wanted to help the crying Quacker.,Quacker did not believe Jerry and wanted to get away from Jerry by flattening Jerry with the book.,Tom wanted to catch and eat Quacker who had ran away with Jerry.,Quacker wanted Jerry's help in order to board the air balloon and float into the air.
2767,S04E10,1055,1590,Why did Jerry take out a towel and comb?,4,The tray was too hot to hold by hands and Jerry did not want to get burned.,Jerry wanted to inflict physical pain on Tom.,Jerry wanted Eagle to be distracted by Tom's body so that Jerry had a chance to escape.,jerry wanted to use the firecrackers to attack Tom by pointing the hose at Tom.,Jerry tried to help Quacker look better.
2768,S04E10,1350,1715,Why was Quacker still crying?,4,because Quacker was worried that Jerry would be killed by Tom.,Quacker said goodbye to Jerry before committing suicide by sliding down Tom's throat to be eaten by Tom.,Quacker wanted to get his mother's attention so that he would not be left behind.,because Quacker wanted to save jerry from Tom so that Tom would not hurt jerry further,Quacker still felt ugly despite Jerry's attempt to help Quacker look better.
2769,S04E10,1715,1835,Why did Jerry return home?,3,so that Tom cannot hurt jerry physically,Jerry was curious to see what was happening after hearing the crashing noises.,because jerry got scared by the doll falling down,Jerry wanted Quacker to put on hats to help Quacker look better and stop crying.,Jerry was stuck in the bubblegum and Jerry could not move so Jerry looked back to see what he was stuck in
2770,S04E10,1865,1975,Why did Quacker pull a string attached to a axe?,0,Quacker had suicidal thoughts as he worried that he was too ugly.,Quacker wanted to fly off the seesaw and head south for migration.,Quacker wanted the tree to fall on Tom to save Jerry from Tom.,Quacker wanted to deflate Tom to save Jerry from Tom.,Quacker said goodbye to Jerry before committing suicide by sliding down Tom's throat to be eaten by Tom.
2771,S04E10,1865,2085,Why did Jerry put his arms on his hips?,3,Jerry did not want to be the fishing bait and thrown into the sea.,Jerry was tied up by Tom against Jerry's will.,Jerry was annoyed at Tuffy's antics and wanted to punish Tuffy.,Jerry was annoyed that Quacker attempted suicide despite Jerry's attempts to help Quacker.,Jerry did not want to be the bait.
2772,S04E10,2090,2330,Why did Jerry give Quacker a bow-tie and hat?,2,Quacker was saying his goodbyes as he intended to migrate south with the other ducks.,Quacker wanted Jerry's help in order to board the air balloon and float into the air.,Jerry wanted to cheer Quacker up by helping Quacker to look better.,Jerry was shaking a lot so Jerry held onto the hat to prevent the hat from falling off,Jerry wanted to save Quacker from Tom and burn Tom's tail to inflict pain on Tom.
2773,S04E10,2090,2420,Why was Quacker crying?,4,Quacker said goodbye to Jerry before committing suicide by sliding down Tom's throat to be eaten by Tom.,Quacker could not swim so Quacker was trying to find someone who could swim to save Tom who was drowning.,Quacker was scared of drowning and dying.,Quacker did not expect to be able to turn invisible and was taken aback.,Quacker saw himself in the broken mirror and cried as Quacker felt ugly.
2774,S04E10,2200,2550,Why did Jerry bring a mirror out?,4,Tom wanted to expose Jerry and let Jerry know that Jerry can be seen and then take the opportunity to catch Jerry.,Tom wanted to show Jerry that Jerry was brown and not white anymore.,Jerry saw that Tom was about to hurt him so Jerry covered himself to brace himself,Jerry almost fell off a very high place and was scared so Jerry hugged onto the glass to feel relief,Jerry was hoping that Quacker could look into an unbroken mirror and realised that Quacker was not ugly.
2775,S04E10,2200,2660,Why was Jerry looking around?,1,Jerry realised that he could not use a hook to challenge Tom.,Jerry saw the bow-tie and hat that Quacker had thrown onto the ground and wanted to look for Quacker to comfort Quacker.,Jerry was running and knocked into something so Jerry looked up to see what he knocked into,Jerry wanted to double check if the glass broke since Jerry did not hear the glass breaking,Jerry was stuck in the bubblegum and Jerry could not move so Jerry looked back to see what he was stuck in
2776,S04E10,2660,3150,Why was Quacker walking slowly?,4,Quacker felt extremely ugly after Tom had ran away from seeing Quacker's face.,Quacker said goodbye to Jerry before committing suicide by sliding down Tom's throat to be eaten by Tom.,because Quacker wanted to save jerry from Tom so that Tom would not hurt jerry further,Quacker did not want to be left behind so Quacker ran to catch up with the other ducklings.,Quacker believed that he was ugly and nobody loves him.
2777,S04E10,3165,3555,Why did Quacker tap Tom?,4,Quacker thought that Jerry was a kidnapper and screamed for help from Tom whom Quacker assumed was Quacker's mother.,Tom had a change of heart and no longer wanted to cook and eat Quacker.,Quacker wanted to deflate Tom to save Jerry from Tom.,Quacker was showing affection to his mother whom he assumed to be Tom.,Quacker wanted to wake Tom to ask Tom to eat Quacker.
2778,S04E10,3165,3555,Why did Tom blink?,2,Tom wanted to find and catch Jerry.,Tom did not want to be caught by Mammy Two Shoes.,Tom did not expect Quacker to willingly offer to be eaten.,Tom wanted to take revenge on Jerry.,Tom did not want others to see him as a bully for intentionally pushing Jerry into the hole.
2779,S04E10,3165,3555,Why did Quacker lie on Tom's plate?,3,Quacker wanted Tom to come over  to eat the pie with Quacker inside.,Tom was putting Quacker in a bed made of pastry in preparation to cook and eat Quacker.,Quacker thought that Jerry was a kidnapper and screamed for help from Tom whom Quacker assumed was Quacker's mother.,Quacker did not want to live anymore and was willing to be eaten by Tom as Quacker believed he was ugly.,Quacker wanted to save Tom from drowning by pulling Tom to shore.
2780,S04E10,3620,3825,Why did Jerry open Tom's mouth?,4,Tom was trying to be affectionate and friendly with Jerry.,Tom wanted to show affection to Jerry to treat Jerry better.,Tom cared for Jerry.,Jerry wanted to show Tom that Jerry chose to be caught by Butch.,Jerry wanted to save Quacker from being eaten by Tom.
2781,S04E10,3620,3815,Why did Quacker waving?,4,Quacker was scared of drowning and dying.,Quacker could not swim so Quacker was trying to find someone who could swim to save Tom who was drowning.,Quacker wanted Tom to come over  to eat the pie with Quacker inside.,Quacker was sad that he was separated from his family.,Quacker said goodbye to Jerry before committing suicide by sliding down Tom's throat to be eaten by Tom.
2782,S04E10,3825,4010,Why did Jerry and Quacker hide in the tree?,3,Jerry did not want to be seen and captured by Tom.,Jerry wanted to show concern for a crying Quacker.,Jerry wanted to take a plane to get away from Tom.,Jerry wanted to get rid of Tom to protect Quacker from being eaten by Tom.,"Quacker and Jerry did not want to be hit and hurt by the shovel, therefore running away to escape."
2783,S04E10,3825,4010,Why was Tom chasing Jerry and Quacker?,4,Jerry was reminding Tom of the plan to pretend to catch Jerry.,"Tom wanted to take revenge on Jerry and the bird for causing Tom to fall into hot water, by spraying Jerry and the bird with a hose.",Jerry put a hand up to signal to Tom to stop and Tom was confused,Tom wanted to throw the pup out of the house.,Tom wanted to catch and eat Quacker who had ran away with Jerry.
2784,S04E10,3825,4080,Why did Jerry jump up?,3,Jerry jumped into the water to save Quacker who could not swim and was drowning.,Jerry ran away as Jerry did not want to be caught by Tom.,Jerry did not want to be caught by Tom.,Jerry did not expect Quacker to disappear and feared for Quacker's safety.,Jerry wanted to stop Tom from making noise.
2785,S04E10,3600,4200,Why did Tom put his hands on his hips?,3,Tom's backside was in pain from being shot by Jerry's pistol ball.,Tom wanted to get away from the shark and avoid getting eaten,because Tom wanted to chase and catch jerry without waking spike up,Tom was upset that he could have eaten Quacker but Jerry saved Quacker and ran away from Tom.,Tom's hand was in pain from hitting Jerry with the vase.
