QID,Filename,Start Frame,End Frame,Question,Answer,Explanation
2051,S03E11,1530,2075,Why did Jerry stomp?,Jerry was upset to have slid into the water.,Jerry realised that it was Tom who made Jerry fall into the water.
2052,S03E11,1530,2195,Why did Jerry flip the hammock?,Jerry wanted to cause Tom to fall to the ground.,Jerry wanted to get back at Tom for sliding Jerry into the water by making Tom fall to the ground and swallow the drink glass.
2053,S03E11,2075,2486,Why did Tom shake out the hammock?,Tom wanted to throw Jerry who was in the hammock into the air.,Tom wanted to get back at Jerry for flipping Tom over by throwing Jerry into the air.
2054,S03E11,2300,3050,Why did Tom open his eyes wide?,Tom heard snoring from the hammock just as Tom was about to lie down.,Tom had thrown Jerry into the air and did not expect to see Jerry sleeping the hammock again.
2055,S03E11,2790,3350,Why did Tom grab the scoop?,Tom wanted to scoop Jerry up and drop Jerry on top of a marching ant army.,Tom wanted to get rid of Jerry using the scoop to occupy the hammock by himself.
2056,S03E11,3154,3440,Why did Jerry look confused?,Jerry woke up and found that Jerry was carried by the ants,Jerry did not expect that Jerry was sleeping on an ant army instead of in the hammock.
2057,S03E11,3015,3700,Why did Jerry get annoyed?,Jerry bumped his head on a steel sprinkler.,Jerry realised that it was Tom who dropped Jerry on top of a marching ant army and caused Jerry to hit his head on the sprinkler.
2058,S03E11,3780,4333,Why was the hammock shaking?,The ants were marching onto the hammock and shaking the hammock.,Jerry redirected the ants onto the hammock to shake the hammock.
2059,S03E11,3780,4535,Why did the hammock roll up?,The strings connected the hammock with the hook snapped.,"The ants were marching onto the hammock and shaking the hammock, causing the strings to snap."
2060,S03E11,4372,4800,Why did Tom look around?,Tom was finding Jerry.,Tom wanted to keep a lookout for Jerry to prevent Jerry from breaking the hammock again.
2061,S03E11,4906,5462,Why was Jerry smiling?,Jerry saw the frog.,Jerry thought of an idea to get back at Tom by kicking the frog into Tom's drink.
2062,S03E11,5300,5800,Why did Jerry kick the frog?,Jerry wanted to kick the frog into Tom's drink.,Jerry wanted Tom to swallow the frog when drinking Tom's drink.
2063,S03E11,5300,5640,Why did Tom wake up?,Tom heard a splash from Tom's drink.,Jerry kicked the frog into Tom's drink that made a splash and woke up Tom.
2064,S03E11,5300,6000,Why did Tom fall on the ground?,The frog was leaping inside Tom's body which caused Tom to fall.,Tom swallowed the frog when Tom was drinking and the frog caused Tom's body to move.
2065,S03E11,6451,6650,Why did Jerry jump up and scream?,Jerry saw Tom approaching.,Jerry did not want to be caught by Tom as Jerry was sitting on Tom's hammock and drinking Tom's drink.
2066,S03E11,6650,6955,Why did Tom run away?,Tom saw Jerry turn on a lawn mower.,Tom was afraid of getting mowed by the moving lawn mower.
2067,S03E11,6650,6950,Why did Tom become paper dolls with the hammock?,The lawn mower sheared Tom and the hammock into the paper dolls.,Tom got tied up into the hammock and sheared into paper dolls by the lawn mower.
2068,S03E11,7060,7500,Why did Jerry hook up the hammock to a rope?,Jerry wanted to pull the hammock by the rope connected to the well.,Jerry wanted to use the hammock as a slingshot to catapult Tom into the air.
2069,S03E11,7060,7500,Why did Jerry cut the rope?,Jerry wanted to catapult Tom into the air.,Jerry wanted to get rid of Tom by catapulting Tom into the air.
2070,S03E11,7563,7824,Why did Tom get shocked?,Tom saw the airplane and the birds beside Tom.,Tom realised that Tom was flying in the air.
2071,S03E11,8175,8350,Why did Spike jump onto the hammock?,Spike was trying to get the bone that Jerry threw.,Spike was being lured by Jerry onto the hammock as Spike loved bones.
2072,S03E11,8600,8800,Why did Tom whack the hammock wrap?,Tom wanted to inflict pain on Jerry.,Tom thought that it was Jerry in the hammock and Tom wanted to whack Jerry.
2073,S03E11,8600,9250,Why did Tom gulp in fear?,Tom found the dog collar of Spike.,Tom realised that Tom had whacked Spike instead of Jerry after finding the dog collar.
2074,S03E11,9205,9340,Why did Tom put the dog collar on Spike?,Tom wanted to trap Spike.,Tom wanted to create an opportunity for Tom to run away from Spike by trapping Spike with the dog collar.
2075,S03E11,9600,9800,Why did Tom wave a leaf?,Tom was fanning Jerry who was sleeping.,Tom was forced by Spike who was kicking Tom to fan sleeping Jerry by waving a leaf.
2076,S03E12,650,1490,Why was Tom creeping up to the house?,Tom did not want to be heard or seen.,Tom wanted to capture and eat sleeping Cuckoo without being seen. 
2077,S03E12,855,1280,Why did Jerry hide?,Jerry saw Tom approaching.,Jerry did not want to be seen and captured by Tom.
2078,S03E12,1280,1800,Why did Jerry trip Tom?,Jerry wanted Tom to fall down.,Jerry wanted to save Cuckoo from Tom.
2079,S03E12,1490,1900,Why was Tom chasing Jerry?,Tom wanted to catch Jerry.,Tom wanted to get back at Jerry for causing Tom to trip and lose Cuckoo.
2080,S03E12,1800,2115,Why did Cuckoo pull the clothesline?,Cuckoo wanted to tangle Tom in the clothesline to stop Tom from chasing Jerry.,Cuckoo wanted to save Jerry from Tom by tangling Tom in the clothesline.
2081,S03E12,1965,2355,Why was Tom chasing Cuckoo?,Tom wanted to hit Cuckoo with a hammer.,Tom wanted to get back at Cuckoo for tangling Tom in the clothesline.
2082,S03E12,2355,2530,Why did Tom look scared?,Tom chopped a pole accidentally and saw the pole falling down on Tom.,Tom was scared of the pain from being hit by the pole.
2083,S03E12,2555,2795,Why was Cuckoo whistling to Jerry?,Cuckoo wanted Jerry's attention.,Cuckoo wanted Jerry to go to the birdhouse to escape Tom.
2084,S03E12,2675,2960,Why did Cuckoo throw a weight on Tom?,Cuckoo wanted to throw Tom off the birdhouse.,Cuckoo wanted to save himself and Jerry from Tom by throwing Tom off the birdhouse using the weight.
2085,S03E12,2800,3025,Why did Jerry and Cuckoo shake hands?,Jerry and Cuckoo were congratulating each other.,Cuckoo and Jerry were happy that they got rid of Tom.
2086,S03E12,3045,3170,Why did Tom climb a ladder?,Tom wanted to climb to the birdhouse.,Tom wanted to catch Jerry and Cuckoo who were in the birdhouse by climbing up the ladder.
2087,S03E12,3045,3400,Why did Cuckoo light the ladder on fire?,Cuckoo wanted to prevent Tom from climbing up to the birdhouse.,Cuckoo wanted to save himself and Jerry from Tom by lighting the ladder that Tom stood on so that Tom would be unable to climb up to the birdhouse.
2088,S03E12,3400,3600,Why did Tom stand on the swing?,Tom wanted to swing onto the birdhouse.,Tom wanted to catch Jerry and Cuckoo who were in the birdhouse so Tom tried to swing to reach the birdhouse.
2089,S03E12,3400,3755,Why did Jerry and Cuckoo stomp on Tom's hands?,Jerry and Cuckoo wanted to prevent Tom from hanging on the ledge of the birdhouse.,Jerry and Cuckoo wanted to save themselves from Tom by stomping on Tom's hands to make Tom release his hands and fall down.
2090,S03E12,3540,3755,Why did Tom scream?,Jerry and Cuckoo had stomped on Tom's hands.,Tom was in pain.
2091,S03E12,3790,3975,Why did Tom grab a long pole?,Tom wanted to pole vault onto the birdhouse.,Tom poled vault to reach the birdhouse to catch Jerry and Cuckoo who were in the birdhouse.
2092,S03E12,3790,4400,Why did Cuckoo put wheels under the pole?,Cuckoo wanted to prevent Tom from pole vaulting onto the birdhouse.,Cuckoo wanted to save himself and Jerry from Tom by putting wheels under the pole to make Tom slide and miss the birdhouse.
2093,S03E12,4490,4980,Why was Tom smiling?,Tom found himself wearing a wing costume.,Tom was excited to fly to the birdhouse and catch Jerry and Cuckoo.
2094,S03E12,5540,6015,Why did Jerry rub his eyes?,Jerry  did not believe his eyes.,Jerry could not believe that Tom was flying.
2095,S03E12,5540,6085,Why did Jerry scream?,Jerry saw Tom approaching.,Jerry was frantic and realised that himself and Cuckoo were in danger.
2096,S03E12,5990,6550,Why was Jerry making faces and hand signals to Cuckoo?,Jerry was trying to mimic a flying Tom.,Jerry was trying to warn Cuckoo that Tom was flying around the birdhouse.
2097,S03E12,6115,6550,Why did Cuckoo laugh?,Cuckoo was laughing at Jerry's ridiculous words that Tom was flying.,Cuckoo did not believe Jerry that Tom could fly.
2098,S03E12,6680,6930,Why did Cuckoo jump in shock?,Cuckoo saw Tom flying.,Cuckoo realised that Tom was about to chase and catch Cuckoo.
2099,S03E12,7100,7330,Why did Jerry and Cuckoo flip over the birdhouse roof?,Jerry and Cuckoo wanted the sharp spikes to poke Tom.,Jerry and Cuckoo wanted to save themselves from Tom by poking Tom with the spikes of the roof.
2100,S03E12,7100,7330,Why did Tom frantically try to stop?,Tom saw the sharp spikes on the birdhouse roof.,Tom tried to stop himself flying into the birdhouse roof as he did not want to be poked by the spikes on the roof.
2101,S03E12,7805,8010,Why did Jerry start running?,Jerry saw a shadow on the ground.,Jerry realised that Tom was about to chase and catch Jerry.
2102,S03E12,7805,8100,Why did Cuckoo jump up in shock?,Cuckoo saw that Jerry had been caught by Tom.,Cuckoo was worried for Jerry's safety.
2103,S03E12,8100,8770,Why did Cuckoo pull the strings of Tom's wings?,Cuckoo wanted to remove Tom's wings.,Cuckoo wanted to stop Tom from flying to save Jerry by taking off Tom's wings.
2104,S03E12,8345,8445,Why did Cuckoo pull Jerry by the tail?,Cuckoo did not want Jerry to fall from a height.,Cuckoo was concerned and wanted to save Jerry from falling.
2105,S03E12,8780,9000,Why did Cuckoo scream?,Cuckoo saw Tom flying towards Cuckoo and Jerry.,Cuckoo was scared and did not want to be caught by Tom.
2106,S03E12,9000,9430,Why did Tom scream?,Tom saw the train approaching.,Tom was scared of the pain from being hit by the train.
2107,S03E12,9000,9570,Why did Cuckoo shake hands with Jerry?,Jerry and Cuckoo were congratulating each other.,Cuckoo and Jerry were happy that they successfully got rid of Tom after Tom was hit by the train.
2108,S03E13,670,1170,Why did the baby duck look surprised?,The baby duck realised it was far away from its family.,The baby duck did not want to be separated from the flock.
2109,S03E13,1190,1460,Why was Tom smiling?,Tom saw the flock of ducks.,Tom was excited to shoot and hunt the ducks down.
2110,S03E13,1300,1530,Why did the baby duck yell?,The baby duck got shot on its wing by Tom.,The baby duck was in pain.
2111,S03E13,1300,1725,Why did the baby duck look stunned?,The baby duck realised it could not fly with one wing.,The baby duck felt helpless that he could not fly with one wing.
2112,S03E13,2020,2185,Why did Jerry come out of his house?,Jerry heard the loud crashing noises.,Jerry was curious to see what was happening after hearing the crashing noises.
2113,S03E13,2020,2290,Why did Jerry jump up?,Jerry was shocked.,Jerry was shocked to see a knocked out baby duck.
2114,S03E13,2250,2660,Why did Jerry push the baby duck into the tree?,Jerry saw Tom approaching.,Jerry was showing concern and wanted to save the baby duck from being caught by Tom.
2115,S03E13,2660,2830,Why did Jerry pour a bucket of water onto the duck?,Jerry wanted to wake the baby duck up.,Jerry was showing concern and wanted to save the baby duck.
2116,S03E13,2765,2920,Why was the baby duck screaming?,The baby duck woke up in a shock.,The baby duck was afraid of being hurt by Jerry.
2117,S03E13,2920,4200,Why did Jerry bandage up the baby duck's wing?,The baby duck had told Jerry the story of how it got hurt.,Jerry was showing concern for the baby duck and wanted to heal the hurt wing.
2118,S03E13,4200,4375,Why did Jerry cover the baby duck's mouth?,Jerry wanted to stop the baby duck from talking.,Jerry did not want Tom to discover Jerry and the baby duck from the loud voices.
2119,S03E13,4385,4500,Why did the baby duck jump in excitement?,The baby duck saw its family.,The baby duck wanted to fly and rejoin its family.
2120,S03E13,4730,4870,Why did the baby duck look scared?,Tom was shooting at the baby duck.,The baby was scared of the pain from the bullets shot by Tom.
2121,S03E13,4730,5085,Why did Jerry stick a reed up Tom's gun?,Jerry wanted to prevent Tom from shooting the baby duck.,Jerry wanted to save the baby duck from Tom.
2122,S03E13,4730,5290,Why did Jerry wipe his sweat?,Jerry and the baby duck had gotten away from Tom.,Jerry was relieved that Jerry and the baby duck were safe from Tom.
2123,S03E13,5460,5565,Why was the baby duck running?,Tom was firing shots at the baby duck.,The baby duck wanted to get away from Tom and did not want to get hurt.
2124,S03E13,5460,5900,Why did Jerry bandage up the baby duck's rear?,The baby duck had told Jerry the story of how it got hurt.,Jerry was showing concern for the baby duck and wanted to bandage the duck's rear which got shot.
2125,S03E13,5970,6105,Why did Tom make duck noises?,Tom wanted the baby duck to think that the noises were coming from its family.,Tom wanted to lure the baby duck with the duck noises and catch the baby duck.
2126,S03E13,5970,6185,Why did Jerry block the door?,Jerry did not want to let the baby duck leave the house.,Jerry was afraid that the baby duck would be caught by Tom so Jerry blocked the door to stop the baby duck from going out.
2127,S03E13,6680,6920,Why did Tom jump in shock?,Tom saw the pig falling from above.,Tom was afraid of being smashed by the pig.
2128,S03E13,6920,7095,Why did Jerry cross his arms?,Jerry was frustrated.,The baby duck was injured again despite Jerry's multiple attempts to save the baby duck.
2129,S03E13,6920,7285,Why did Jerry clip the baby ducks mouth?,Jerry wanted to stop the baby duck from talking.,Jerry did not want the baby duck's talking to attract Tom's attention and wanted to patch up the baby duck.
2130,S03E13,7300,7450,Why did Jerry tie a string to the baby duck to a weight?,Jerry did not want to let the baby duck leave the hole.,Jerry wanted to protect the baby duck from Tom by preventing the baby duck from going outside.
2131,S03E13,7465,7810,Why was Tom crawling?,Tom was stealthily creeping up to Jerry's hole.,Tom wanted to shoot to the baby duck without being seen and noticed by Jerry.
2132,S03E13,8350,8525,Why did Tom have a mischievous smile?,Tom saw that the baby duck was stuck.,Tom was excited to finally shoot the baby duck.
2133,S03E13,8280,9010,Why did the baby duck have a pained expression?,The baby duck was struggling trying to fly away from Tom.,"The weight was pulling the baby duck down, making the baby duck hard to fly."
2134,S03E13,8850,9275,Why was Tom frantic?,Tom saw the heavy weight falling from above.,Tom did not want to be hit by the heavy weight that was falling from above.
2135,S03E13,9095,9545,Why did Tom dig a hole and take a smoke?,Tom dug his grave and took his last smoke.,Tom had resigned to his fate and was ready to die.
2136,S03E13,9550,9860,Why was the baby duck smiling?,The baby duck shook off its bandages and flew off with its family.,The baby duck was happy to be safe and back with its family.
2137,S03E13,9860,10020,Why was Jerry smiling?,Jerry was waving goodbye to the baby duck.,Jerry was happy that the baby duck was finally safe.
2138,S03E14,903,1300,Why did Jerry jump up?,Nibbles poked Jerry.,Jerry was in pain as Nibbles poked Jerry with the sword.
2139,S03E14,1395,1500,Why did Nibbles bump into Jerry?,Jerry stopped walking suddenly.,Jerry asked Nibbles to stop but Nibbles did not see and kept walking forward until Nibbles bumped into Jerry.
2140,S03E14,1450,1600,Why did Jerry look confused?,Jerry could not find Nibbles who was following behind Jerry.,Jerry could not find Nibbles as Nibbles was sitting on Jerry's sword and hid behind Jerry.
2141,S03E14,1736,1900,Why did Jerry hush Nibbles?,Jerry wanted to stop Nibbles from talking.,Jerry wanted to avoid drawing Tom's attention.
2142,S03E14,2054,2600,Why did Tom gulp?,Tom was terrified and nervous.,Tom was afraid of being executed by the guillotine.
2143,S03E14,3198,3750,Why did Jerry and Nibbles open the armor statue?,Jerry and Nibbles wanted to get inside the statue.,Jerry and Nibbles wanted to go to the head of the armor statue which was high enough to parachute down to the table.
2144,S03E14,3400,3652,Why did Jerry parachute from the statue?,Jerry wanted to parachute down to the table.,Jerry wanted to parachute to the table to get the food.
2145,S03E14,3400,3850,Why was Jerry pulling Nibbles' feet?,Jerry was trying to pull Nibbles out of the mouth of the roast suckling pig.,Nibbles was parachuting down and Nibbles could not stop himself and got trapped inside the mouth of roast suckling pig.
2146,S03E14,3870,4200,Why was Nibbles smiling?,Nibbles saw a cheese tower.,Nibbles was excited to climb on the cheese tower.
2147,S03E14,4159,4370,Why did Nibbles fall down from the cheese tower?,Nibbles could not keep his balance on the edge of the cheese Tower.,Nibbles was waving his hand to Jerry lost his his balance on the edge of the cheese tower.
2148,S03E14,4200,4400,Why did Jerry jump up and scream?,Jerry saw Nibbles falling down.,Jerry was afraid that Nibbles would get hurt from falling from the high cheese tower.
2149,S03E14,4200,4500,Why did Jerry become a banana shape?,Jerry swallowed a whole banana.,Nibbles fell down on the banana and popped the banana into Jerry's mouth.
2150,S03E14,4621,4800,Why did Jerry and Nibbles carry the champagne to the roast suckling pig?,Jerry and Nibbles wanted to use the tail of roast suckling pig to open the champagne.,Jerry and Nibbles wanted to open and drink the champagne.
2151,S03E14,4621,4965,Why did Tom get wet?,Tom was sprayed by the champagne.,Jerry and Nibbles opened the champagne and caused it to burst out and sprayed Tom.
2152,S03E14,5040,5200,Why did Jerry and Nibbles hide behind the dish?,Jerry and Nibbles were disguising themselves as part of the dish.,Tom was looking around to figure out who opened the champagne and Jerry and Nibbles did not want to be seen by Tom.
2153,S03E14,5588,5870,Why did Tom poke Nibbles?,Tom wanted to get Nibbles' attention.,Nibbles was going to eat and Tom wanted to stop Nibbles.
2154,S03E14,5880,5945,Why did Nibbles run away?,Nibbles realised that Tom was staring at Nibbles.,Nibbles realised that he had been caught by Tom and wanted to get away.
2155,S03E14,5880,6500,Why did Tom's face become red?,Tom was in pain.,Tom was in pain as Jerry stabbed Tom in the rear in order to save Nibbles.
2156,S03E14,6576,6700,Why did Jerry step on the spoon?,Jerry wanted to throw the custard in the spoon onto Tom's face.,Jerry wanted to distract Tom with the custard in order to run away from Tom.
2157,S03E14,6576,7054,Why did Tom cut the chicken?,Jerry was standing on the chicken and Tom wanted Jerry to lose his balance.,Tom wanted to catch Jerry who was standing on the portion of chicken that Tom cut.
2158,S03E14,7000,7260,Why did Nibbles push the ax?,Nibbles wanted the ax to fall down on Tom.,Nibbles wanted to hurt Tom with the ax to save Jerry.
2159,S03E14,7302,7403,Why did Tom cut an apple?,Nibbles was hiding behind the apple.,Tom wanted to catch Nibbles who was hiding behind the apple.
2160,S03E14,7600,7760,Why did Jerry throw a tomato towards Tom?,Jerry wanted to inflict pain on Tom with the tomato.,Jerry saw Tom catching Nibbles in the glass and wanted to save Nibbles by throwing the tomato at Tom.
2161,S03E14,7773,8050,Why did Tom poke all vegetables on his sword?,Tom wanted to protect himself from being hit by the vegetables that Jerry threw.,Tom wanted to roast the vegetables on the sword to eat.
2162,S03E14,8250,8450,Why did Tom jump up?,Tom was in pain.,Tom was in pan as Nibbles stabbed Tom on the rear with the sword.
2163,S03E14,8584,8705,Why did Jerry grab a mace?,Jerry wanted to hit Tom on the head with the mace.,Tom caught Nibbles and Jerry wanted to save Nibbles by hitting on Tom's head.
2164,S03E14,8900,9665,Why was Nibbles grabbing food?,Nibbles wanted to stuff the cannon with all of the food.,Nibbles wanted to use the cannon shoot at Tom to stop Tom who was fighting with Jerry.
2165,S03E14,9288,9600,Why did Tom look terrified?,Tom saw that Nibbled had lit the cannon.,Tom was afraid of being shot by the cannon.
2166,S03E14,9850,10100,Why did Jerry and Nibbles gulp?,Jerry and Nibbles saw the guillotine blade fall.,Jerry and Nibbles were afraid of being executed by the guillotine.
2167,S03E15,716,927,why did tom chase after jerry,Tom wanted to catch Jerry.,Tom was annoyed that Jerry cut Tom's tail.
2168,S03E15,927,1200,why did tom throw jerry to one side?,because tom saw a female cat.,because tom wanted to hug the pillar and flirt with the female cat.
2169,S03E15,2036,2194,Why did Tom fall into the trash can?,Tom did not see where he was going.,Tom was distracted by the attractive Toodles nearby.
2170,S03E15,2600,2800,Why did Tom and Toodles look up?,A tomato was thrown onto Tom's face.,Tom and Toodles were taken aback by the fruit being thrown suddenly.
2171,S03E15,2600,2945,Why did Tom hold a fly swatter?,Tom wanted to catch whoever was throwing food out of the picnic basket.,Tom wanted to get revenge for having food thrown at his face.
2172,S03E15,2945,3080,Why was Jerry smiling?,Jerry was feasting on the picnic food.,Jerry was happy to be eating the delicious food.
2173,S03E15,3000,3230,Why did Tom look angry?,Jerry had thrown food at Tom.,"Tom had not managed to whack Jerry, yet Tom had more food thrown at him."
2174,S03E15,3230,3340,Why did Tom scream?,Jerry had bitten Tom's hand.,Tom was in pain.
2175,S03E15,3368,3518,why did tom pick up the bottle,because jerry fell inside the bottle,because tom wanted to catch jerry and jerry was stuck in the bottle
2176,S03E15,3400,3686,why did jerry fly into the air,because jerry was pushed out by soda gas,because tom shook the bottle and caused the soda gas to shoot Jerry out of the bottle
2177,S03E15,4200,4413,Why did Tom hit Jerry with a spoon?,Tom wanted to knock Jerry out.,Tom wanted to knock Jerry out to stop Jerry from eating the food.
2178,S03E15,4450,4800,Why was Tom smiling on the phone?,Tom was calling Toots.,Tom has a love interest for Toots so Tom was happy to be talking to Toots.
2179,S03E15,4920,5230,Why did Tom tie a string on Jerry's tail?,Tom wanted to control Jerry.,Tom wanted to control jerry to serve tom and impress toots
2180,S03E15,5360,5570,Why did Tom put a spoon of hot soup in front of Jerry?,Tom wanted Jerry to blow at the hot soup.,Tom thought the soup was too hot and wanted jerry to help to cool the soup down
2181,S03E15,5570,5800,Why did Tom look shocked?,Jerry had spit soup at Tom.,Tom did not expect Jerry to spit food at tom.
2182,S03E15,5570,5800,Why did Jerry sit on the spoon?,Jerry wanted to spit soup at Tom's face.,Jerry wanted to take revenge on Tom for bullying jerry.
2183,S03E15,5700,5950,Why did Tom put the spoon over the fire?,Tom wanted to hurt Jerry with the heat.,Tom wanted to take revenge for Jerry spitting soup at tom.
2184,S03E15,5800,5950,Why did Jerry start jumping and screaming?,Jerry was in pain from the heat.,Tom put Jerry over a hot fire which inflicted pain on Jerry.
2185,S03E15,5800,6060,Why did Jerry smile?,Jerry was relieved.,Jerry was no longer in pain from the heat of the fire after landing on the cold butter.
2186,S03E15,8050,8400,Why was Tom singing and playing the double bass?,Tom wanted to impress the female cat.,Tom had a romantic interest in the female cat.
2187,S03E15,8650,9050,Why did Jerry cover his ears?,Tom's singing was noisy.,Jerry was trying to sleep but Tom's singing was noisy.
2188,S03E15,8650,9450,Why was Jerry crossing his arms?,Jerry was annoyed.,Tom's music had woken Jerry up and made Jerry bounce around.
2189,S03E16,784,1011,why did tom put jerry into the drawer,because tom wanted to hide jerry,because mammy two shoes came back and Tom did not want mammy two shoes to see Tom playing with Jerry.
2190,S03E16,1114,1431,why did tom prick up the ear,because tom wanted to hear clearly,because tom wanted to know what mammy two shoes was doing
2191,S03E16,1494,1695,why did three kittens sit back on the sofa,because mammy two shoes turned around to face the kittens,because tom came over and the kittens wanted to behave well
2192,S03E16,1695,1841,why did tom come to the kittens,because mammy two shoes asked tom to come over,because mammy two shoes asked tom to take care of the kittens
2193,S03E16,1950,2100,Why did the three kittens light matches?,The three kittens were being mischievous by playing with explosives.,The three kittens wanted to hurt Tom with the explosives to get Tom into trouble.
2194,S03E16,1969,2167,why did mammy two shoes hit tom,because mammy two shoes saw that tom was bullying the kittens,because the three kittens put tom in a pose which looks that tom was bullying kittens to get Tom into trouble with Mammy Two Shoes.
2195,S03E16,2100,2686,why did tom try to hit the kittens,Tom saw that Mammy Two Shoes left and took the opportunity to try to hit the kittens.,because tom was annoyed with the kittens for getting Tom into trouble.
2196,S03E16,2735,2906,Why did Tom stop trying to hit the kittens?,because the kitten was licking tom's hand,Tom was taken aback that the kittens were showing affection to Tom.
2197,S03E16,2942,3158,why did tom hit the door,because tom was sliding to the door and tom could not stop himself,because the black and yellow kittens put tom on the roller skates and pushed tom to make tom slide towards the closed door 
2198,S03E16,3336,3576,why did tom return back,because tom did not find the three kittens in the direction that pointed,because tom realised that he was tricked by the kittens in the trench coat.
2199,S03E16,3576,3836,why did tom turn upside down and fall on the ground,because tom pulled the tail of himself in the coat,because the orange kitten put tom's tail into the coat when tom grabbed the kittens in the coat and tom grabbed the tail same as kittens
2200,S03E16,3664,3974,Why was Jerry laughing?,Jerry was amused.,Jerry found it funny that Tom was tricked by the kitten to pull Tom's tail.
2201,S03E16,3926,4054,why did jerry hide back in the drawer,Jerry saw Tom approaching.,Jerry did not want to be seen by Tom who was chasing the kittens.
2202,S03E16,4077,4246,why did jerry pointed a direction to the kittens,because Jerry wanted to show the kittens where Tom was.,because Jerry wanted to help the kittens by showing them the direction that Tom ran towards.
2203,S03E16,4232,4541,why did jerry turn upside down,because jerry was imitating tom,because jerry was laughing at tom falling on the ground
2204,S03E16,4541,4750,why did jerry gulp?,because jerry was laughing but the three kitten surrounded jerry with no expression,because jerry realised that the kittens wanted to catch jerry and jerry became nervous
2205,S03E16,4701,4755,why did the kittens get inside the drawer,because the kittens wanted to catch jerry,because jerry got into the drawer to run away and the kittens followed jerry
2206,S03E16,4755,4895,why did the kittens slide on the drawer,because the black kitten pulled jerry's tail when jerry ran out of the drawer,because jerry was trying to run away from the kittens and pulled the drawer.
2207,S03E16,4895,5012,Why did Jerry turn into a waffle?,Jerry was flattened on the cellar door.,"The kittens threw Jerry on the cellar door and ran over Jerry, causing Jerry to flatten."
2208,S03E16,5099,5204,Why was Jerry unable to enter the mousehole?,because jerry was blocked by a glass,because the orange kitten put a glass at the entrance of the mousehole to prevent Jerry from running in.
2209,S03E16,5099,5337,why did the orange kitten take the glass away,because the kittens wanted jerry to get through the hole,The kittens wanted Jerry to run through the hole to get sucked into the machine on the other side.
2210,S03E16,5337,5497,why did the black kitten grab Jerry with bread?,because jerry was in a sausage shape and the kitten treated jerry as a sausage,because the black kitten wanted to make a hot dog sandwich with jerry to eat Jerry.
2211,S03E16,5562,5771,why did the kittens shoot the umbrella to tom,because tom was laughing at jerry that attracted kittens' attention,because the kitten wanted to send the umbrella into tom's mouth to get Tom to stop laughing.
2212,S03E16,5878,6088,why did the kittens stand on each other,because the kittens wanted to be same height as tom,because the kittens wanted to grab tom and push Tom up to hit the ceiling.
2213,S03E16,6342,6713,why did the yellow kitten ask tom to shake hands,The kittens wanted to appear friendly to Tom.,The kittens wanted to appear friendly to trick Tom into grabbing the blinds and crashing into the window.
2214,S03E16,7610,7898,why did jerry drink the milk,because jerry wanted to annoy the kittens,because jerry wanted to agitate the kittens and lure them to where Tom was.
2215,S03E16,7898,8030,why did the kittens run away,The kittens saw Tom waving a knife at them.,The kittens were afraid of getting hurt by Tom and wanted to get away from Tom.
2216,S03E16,8279,8581,why did jerry whistle,Jerry wanted to get the kittens' attention.,because tom threw the pies and jerry wanted the pies to hit the kittens' faces
2217,S03E16,8622,8738,why did the kittens look at jerry,The kittens saw Tom fly out of the window.,The kittens saw Tom fly out of the window and knew that Jerry was left in the house alone.
2218,S03E16,8788,9015,why did the kittens stop chasing after jerry,because the kittens were dodging the watermelon,The kittens stopped chasing Jerry to try to dodge the watermelon to avoid being hit by the watermelon.
2219,S03E16,9164,9372,why did the glider pick up the kittens,Tom wanted to fly outdoors with the kittens.,Tom wanted to fly outdoors with the kittens and release them from a height.
2220,S03E17,914,1246,why did the seal cut the rod,because seal wanted to make a gap that is big enough for the seal to jump out,because the seal wanted to jump out of the carriage to escape from the circus
2221,S03E17,1650,1864,why did jerry come out ,because jerry wanted to swim ,because jerry enjoyed the outside weather and wanted to go swimming.
2222,S03E17,1903,2041,Why did Jerry land upside down?,Jerry landed on the seal's head instead of in the water.,Jerry did not see the underwater seal while diving and landed upside down on the seal's head.
2223,S03E17,2041,2660,why did the seal pull jerry back,The seal wanted to talk to Jerry.,The seal wanted to tell Jerry about its awful circus experience.
2224,S03E17,2240,2727,Why was the seal blowing the water?,because the seal wanted to explain what the circus make the seal to do in the performance,because the seal wanted to persuade jerry to help the seal
2225,S03E17,2660,2973,why did the seal shake hands with jerry ,because jerry agreed to help the seal,because the seal felt grateful for jerry
2226,S03E17,2982,3297,Why did Jerry try to steal Tom's fish?,because jerry wanted to take the fish to the seal,because the seal asked if jerry could share a fish 
2227,S03E17,3297,3445,Why did Tom look shocked?,Tom saw the fish start moving.,Tom did not expect the fish to be alive and moving.
2228,S03E17,3509,3871,why did the fish start to dance,because jerry was hiding behind the fish to control the fish,Jerry wanted to entertain Tom and distract Tom with the fish dance.
2229,S03E17,3903,4089,why did the fish make a bow,because jerry wanted to answer the curtain call,because tom clapped for the dance
2230,S03E17,4169,4328,why did tom chase jerry,because tom found that it was jerry hiding behind the fish,Tom realised that he had been trick and wanted to get the fish back from Jerry.
2231,S03E17,4380,4587,why did tom shake the fish,because tom doubted if the fish was alive,because tom saw the fish moving on the water surface
2232,S03E17,4594,4737,why did tom get shocked,because tom saw that the fish disappeared,Tom thought that he was holding the fish but did not realise that the seal had taken the fish.
