qid,vid,Start Frame,End Frame,question,answer,a0,a1,a2,a3,a4
1935,S03E07,4640,4896,Why did Tom grab the bat?,2,Tom aimed the cue ball to plug the pocket to stop Jerry from hiding in the pocket.,Tom wanted Jerry to do circus tricks to entertain Toodles.,Tom wanted to hit and catch Jerry when Jerry exited the mouse hole with the bat.,the big hole made Tom realise that Tom was not imagining seeing jumbo who looks like a big jerry,Tom threw the ball to hit Jerry but Jerry dodged the ball and the ball bounced back into Tom's face.
1936,S03E07,4992,5300,Why did Tom lie down?,2,"Jerry poked Tom with a rod to stop Tom spinning, resulting in Tom falling to the ground.",Tom blocked the air flow of the jetpack and fell down because of the gravity.,Jerry put a pillow under Tom's head which helped Tom fall asleep.,Tom caught the ball to prevent the ball from hitting Jerry but the ball was too heavy and caused Tom to fall.,Tom wanted to fall asleep as Tom was sleepy
1937,S03E07,5150,5590,Why did Tom wake up?,0,Tom fell asleep and released the bat such that the bat fell on Tom's head and woke up Tom.,Jerry wrote signs to lead Tom to sleep on the bed.,"A bird hit Tom's face and stepped on Tom's body, waking him up.",Tom tripped over the quilt and fell onto the pillow that Jerry prepared for Tom.,Jerry activated a sensor which threw Tom out of bed and woke Tom up.
1938,S03E07,5440,6077,Why did Tom drink coffee?,3,Tom was poked by Jerry which caused Tom to jump up in pain.,Tom wanted to hurt jerry once he becomes stronger,Jerry was afraid that he would sleepwalk again.,Tom wanted to prevent Jerry from running away when Tom was asleep.,Tom was afraid of getting scolded by Mammy Two shoes if Jerry drop the glass.
1939,S03E07,6300,6600,Why did Tom shake his head?,4,Tom got scared after seeing Jerry on the windowsill and realised that the white mouse Tom was holding was not Jerry.,because Tom was listening to the radio and was frightened by the sound from the radio,Spike was looking directly at Tom and Tom did not have the model dog head as a disguise.,Tom had fallen head over heels with Toodles.,Tom did not want to be caught sleeping by Mammy Two Shoes to not get scolded.
1940,S03E07,6612,6940,Why did Tom take tooth picks?,0,Tom wanted to avoid falling asleep by keeping his eyes open with the toothpicks.,Tom wanted to eat Jerry to get rid of him.,Tom was angry that Jerry plucked Tom's whisker.,Tom wanted Jerry to run into Tom's mouth to eat jerry,Tom thought that Jerry would continue walking and walk into Tom's mouth and get eaten by Tom
1941,S03E07,6940,7277,Why did Tom tape on the eyelids?,2,Tom did not want to watch his owner get hurt by the lion so Tom covered his eyes,Tom painted yellow circles on his eyelids to give the illusion that he was awake though his eyes were closed and he was sleeping.,Tom wanted to avoid falling asleep by keeping his eyes open with tape.,Tom could not believe what he saw.,Tom noticed Jerry came out and Tom did not want Jerry to know that Tom was already awake.
1942,S03E07,7327,7558,Why did Tom draw two circles on eyelids?,1,Tom saw hallucinations because Tom was drunk and Tom saw five Jerry that Tom could not believe.,Tom painted yellow circles on his eyelids to give the illusion that he was awake though his eyes were closed and he was sleeping.,Tom noticed Jerry came out and Tom did not want Jerry to know that Tom was already awake.,Tom did not want to watch his owner get hurt by the lion so Tom covered his eyes,Tom wanted to avoid falling asleep by keeping his eyes open with tape.
1943,S03E07,7593,7758,Why did Mammy Two Shoes pat on Tom's head?,1,mammy two shoes thought that Tom broke a vase,Mammy Two Shoes was glad to see Tom awake and patted Tom to praise Tom.,Tom was showing affection to Mammy Two Shoes as Tom was afraid being kicked out of the house.,Tom was acting like a mouse to tease Mammy Two Shoes.,Mammy Two Shoes did not want to disturb Tom who was relaxing as it was late.
1944,S03E07,7327,8180,Why did Jerry lift Tom's eyelid?,1,Jerry wanted to hurt Tom and run away.,Jerry saw through Tom's ploy and realised Tom was sleeping.,Jerry wanted to take the chance while Tom was distracted to hit Tom and get away from Tom.,"Tom had knocked out after being hit by a vase, and Jerry wanted to wake Tom up to continue the fight.",Jerry wanted to hurt Tom to have time to run away
1945,S03E07,8400,8660,Why did Jerry rip off part of Tom's fur?,3,Jerry wanted to ask Tom to allow Jerry to do the conducting.,Jerry put Tom's tail back in its original position to calm Tom down to avoid angering Tom and getting eaten by Tom.,Tom felt thankful towards jerry for saving Tom from Spike.,Jerry wanted to inflict pain on Tom to get Tom to chase Jerry.,Jerry flattened the fur sticking out on Tom's tail to make it nice and tidy to calm Tom down so Tom wouldn't eat Jerry
1946,S03E07,8400,8660,Why did Tom jump up and scream?,0,Tom was in pain as Jerry ripped Tom's fur.,Jerry pushed the bear trap behind Tom and Tom sat on it so the bear trap snapped and hurt Tom,Tom was in pain from Tom's ghost chomping down on Tom's tail.,Tom was shocked to see Jerry lighting a large fire cracker under the sleeping Spike.,"Jerry was attacking Tom with the board, causing Tom feel painful and jump up"
1947,S03E07,8200,9000,Why did Tom lie down on the bed?,3,Tom tripped over the quilt and fell onto the pillow that Jerry prepared for Tom.,Tom thought that Tom was shot by the gun and was about to die.,Tom wanted Mammy Two Shoes to think that Tom was asleep as Mammy Two Shoes left the house.,Jerry wrote signs to lead Tom to sleep on the bed.,Tom's radar sounded which showed that Jerry was approaching the mansion.
1948,S03E07,8910,9400,Why did Tom fly out of the house?,3,"Tom thought that Jerry was still in the car, and Jerry would not be able to follow Tom, hence Tom could get away from Jerry.",Tom ran away to hide in the vase as he was scared.,Tom wanted to capture and eat sleeping Cuckoo without being seen. ,Mammy Two Shoes was angry that Tom was sleeping on her bed and kicked To out of the house.,Tom tried to plug the elevator with the pillow but failed and Tom was blasted by the music.
1949,S03E07,9396,9605,Why did Tom put the brick under Tom's head?,4,Tom was in panic to see a brick coming to Tom and opened his mouth.,Jerry wanted to break the pot Tom was in so that Tom would sink and drown in the tub of water.,Tom's head was in pain after slipping on an egg and slamming into the fridge.,Tom wanted to show Jerry that he was more powerful than Jerry by breaking a brick,Tom was sleepy and wanted to sleep on the brick.
1950,S03E07,9695,9941,Why did the three cats pick Tom up?,4,the cats wanted to watch a movie in Tom's house,Tom was taken aback that the kittens were showing affection to Tom.,because Tom was annoyed with the kittens for getting Tom into trouble.,The cat was attracted to Tom as a female and wanted to show affection to Tom.,The three cats saw Tom outside and wanted to take Tom to party with them.
1951,S03E08,660,935,Why was Tom panting?,3,Tom saw the real captain falling off the edge of the ship as Tom had pushed the boarding ramp away.,Tom knocked over a flower pot and was going to get punished by Mammy Two Shoes ,because Tom got scared when he heard a noise and wanted to run to hide.,Tom was stranded at sea.,Tom was in pain because Tom kick the robot cat.
1952,S03E08,660,1150,Why did Tom shake the cans?,4,Tom was distracted by the attractive Toodles nearby.,Tom wanted to inflict physical pain on Jerry.,Tom was trying to force Jerry out of the can,Tom got scared after seeing Jerry on the windowsill and realised that the white mouse Tom was holding was not Jerry.,Tom was hungry.
1953,S03E08,660,1530,Why did Tom eat his slipper?,2,Tom wanted to eat Jerry.,Tom wanted to catch and cook the goldfish with the pan.,Tom was desperate as he was stranded at sea with no food.,Tom wanted to empty his socks which was dirty as Tom was thrown into the thrash.,Tom was trying to get away from Jerry's ghost by hiding in the cupboard.
1954,S03E08,660,1625,Why did Tom open his eyes wide?,2,Tom expected a loud explosion from the explosive.,Tom realised that the firecracker was about to explode near Tom,Tom was shocked to spot an island in the middle of the sea.,Tom loved drinking cream so Tom was both surprised and excited when Tom saw the cream that Jerry placed,Tom did not want to watch his owner get hurt by the lion so Tom covered his eyes
1955,S03E08,1625,1845,Why was Tom frantic?,4,Tom got scared of getting shot and hurt by the gun.,Tom wanted to run away in order to not get hit by the plane.,Tom was scared by Jerry's evil smile.,Tom was scared about getting into trouble for the mess in the kitchen after Tom's vision had cleared up.,Tom was afraid of falling into the sea.
1956,S03E08,1970,2170,Why was Tom licking his lips?,4,Tom was excited to eat Jerry who was on Tom's plate.,Tom wanted to eat Cuckoo.,Tom wanted Jerry to run into Tom's mouth to eat jerry,Tom wanted to eat Jerry to get rid of him.,Tom was so hungry that he could not wait to eat the coconut.
1957,S03E08,1970,2350,Why did Tom throw the coconut on the rock?,0,Tom wanted to use force to open the coconut and eat it.,Tom knew that Jerry was hiding in the banana so Tom peeled the banana to reveal Tom,Tom was in panic to see a brick coming to Tom and opened his mouth.,Tom wanted to hurt the starfish and get the starfish off his head,Tom wanted to add seasoning on the turtle to eat the turtle.
1958,S03E08,2390,2655,Why did Tom pour salt on the turtle?,1,Tom wanted to end the chase by having Jerry slip out of the door on the sponge.,Tom wanted to add seasoning on the turtle to eat the turtle.,Tom hoped that the woodpecker would stop poking him.,Tom wanted to add salt as a seasoning to the soup in the fishbowl.,Tom wanted to use force to open the coconut and eat it.
1959,S03E08,2580,2770,Why did Tom look glum?,3,Tom wanted to take revenge on Jerry.,Tom did not want others to see him as a bully for intentionally pushing Jerry into the hole.,Tom wanted to find and catch Jerry.,Tom was in pain.,Tom was surprised at Jerry's strength as Tom was pulled by Jerry to go through the mouse hole.
1960,S03E08,2790,3190,Why did Tom stick his tongue out?,4,Tom wanted to eat Cuckoo.,Tom was surprised that Tom's tail was caught in the mousetrap instead of Jerry.,Invisible Jerry and Quacker wanted to play tricks to frighten Tom.,Tom wanted Jerry to run into Tom's mouth to eat jerry,Tom was imagining Jerry as different foods as Tom wanted to eat Jerry.
1961,S03E08,3000,3350,Why was Jerry shocked?,2,Jerry was delighted that Spike would be free and could protect Jerry.,Jerry was shocked to see Butch holding an axe and realised that Jerry was about to be killed.,Jerry was afraid of the creature the big footprint belonged to.,Jerry was scared of being hit and caught by Tom.,Jerry was scared of the swordfish.
1962,S03E08,3320,3500,Why did Jerry stop tip toeing?,3,Jerry did not want to wake Tom up.,Jerry wanted to look at the book so Jerry tiptoed to the book to avoid catching Tom's attention to avoid being eaten by Tom,Jerry wanted to sneak out of the mouse hole in order to avoid being caught by Tom.,Jerry was confused why he was standing on the pan.,because jerry wanted to move without being seen by Tom to scare Tom
1963,S03E08,3435,3730,Why did Tom wear a napkin and hold utensils?,1,Tom's hand was in pain from hitting Jerry with the vase.,Tom wanted to eat Jerry.,Tom wanted to make it seem like he was using the cooking utensils as weapons to hit jerry,Tom was trying to get away from Jerry's ghost by hiding in the cupboard.,to make jerry run on the same spot and prevent jerry from escaping from Tom
1964,S03E08,3435,3890,Why did Jerry jump on the pan handle?,3,Jerry was jumping to avoid getting hurt by Tom's axe,Tom knew that Quacker and Jerry could not see Tom and wanted to use this opportunity to hurt Quacker and Jerry.,Jerry jumped to dodge Tom and avoid getting caught and eaten by Tom,"Jerry wanted the pan to hit Tom, so that Jerry could escape.",Jerry wanted to stun Tom and take the chance to run away with the goldfish.
1965,S03E08,3815,3890,Why was Tom chasing Jerry?,3,Jerry wanted to lead Tom towards the hole in the floor to make Tom fall.,Jerry was taunting Tom by bringing a first aid kit which made Tom angry at Jerry,Jerry fell in love with the female mouse and wanted to stay with the female mouse instead of Tom,Tom wanted to eat Jerry.,Tom was shocked from Jerry's loud air horn.
1966,S03E08,3815,4100,Why did Tom stop chasing Jerry?,1,"Tom did not want Jerry to fall off the table and hit the ground, so Tom ran to catch Jerry with a pillow.",Tom did not expect to find himself in a small village in the island.,Jerry wanted to approach Tom without getting noticed by Tom to scare Tom ,Tom wanted to get back at Jerry for hurting Tom with the wooden cork.,Tom was lazy and Tom did not want to catch Jerry.
1967,S03E08,4100,4290,Why did Jerry play the drums?,0,Jerry wanted to create an ominous atmosphere for Tom.,Jerry wanted to trick Tom into thinking that Jerry was walking into the traps.,Jerry was bored as Tom kept failing to chase and catch Jerry.,Jerry was happy that Tom was trapped on the record player.,jerry was happy that Tom got kicked out of the house
1968,S03E08,4100,4290,Why did Tom scream?,0,Tom was scared of the ominous atmosphere.,Tom was scared to see that his tail had became bare.,Tom was shouting in pain since the cover fell on Tom's foot,Tom woke up from a nightmare ,Jerry wanted to get revenge and scare Tom back
1969,S03E08,4100,4650,Why did Tom hide in the bush?,3,Tom was afraid of the thing in the huge case.,Tom wanted to ambush and spar with Tuffy.,Tom was trying to hide Tyke from Spike so Tom hide behind the door for Spike to run past.,Tom was scared and wanted to hide himself from the tribal face and arrows.,Tom was afraid of getting stung by the swarm of bees.
1970,S03E08,4790,5700,Why did Jerry rub coal onto his face?,0,Jerry wanted to disguise himself to frighten Tom.,Jerry could not believe that Tom was flying.,jerry was doubtful about seeing a mouse drawing moving,Jerry climbed the candle to get to a higher point so that Jerry could get a better view ,Jerry was bored as Tom kept failing to chase and catch Jerry.
1971,S03E08,4940,5060,Why was Tom tiptoeing?,1,Tom wanted to catch jerry who was inside the nest but Tom was afraid of being attacked by the chicken,Tom was afraid of being caught by the tribesman.,Tom hid behind the tree so Jerry would not see Tom and Tom could ambush and catch Jerry,Tom was annoyed that Tom kept failing to grab Jerry,Tom was upset as he could not believe that he would attempt to shoot himself.
1972,S03E08,5060,5700,Why did Jerry speak in a tribal dialect?,1,Jerry messed with Tom by switching the buckets so Jerry stuck his tongue out to taunt Tom and make Tom more angry,Jerry wanted to disguise himself to frighten Tom.,Jerry was hungry and wanted to eat the fish that Tom was holding.,Jerry was running faster than Tom so Jerry stuck his tongue out to taunt Tom,Jerry made Tom get punished by Mammy Two Shoes and wanted to taunt Tom while Mammy Two Shoes was dragging Tom out
1973,S03E08,5800,6000,Why did Tom jump into the pot?,4,Tom was in pain from Tom's ghost chomping down on Tom's tail.,Tom did not want to get hurt by spike,Tom jumped to avoid slipping on the banana peel and getting hurt,Tom wanted to get back in the house so Tom jumped to try to get through the window,Tom was poked by Jerry which caused Tom to jump up in pain.
1974,S03E08,6015,7030,Why did Tom cut the vegetables?,4,Tom wanted to catch Jerry who was standing on the portion of chicken that Tom cut.,Tom wanted to stop Jerry from dumping more ashes onto the ground.,Tom did not want to let Jerry eat the corn,Tom wanted to add carrots as an ingredient to the soup in the fishbowl.,Tom was following Jerry's instructions to cook the soup.
1975,S03E08,7200,7445,Why did Tom look shocked?,0,Tom realised that Jerry was disguising himself as a tribesman.,Tom was surprised at Jerry's strength as Tom was pulled by Jerry to go through the mouse hole.,Tom did not expect to catch a crab instead of Jerry.,Tom wanted to be dancing with Toots instead of Jerry.,Tom did not expect to see Jerry in the room after trapping Jerry and blocking the door.
1976,S03E08,7445,7800,Why did Jerry look shocked?,1,Jerry was scared of being eaten by the car.,Jerry realised that his cover had been blown.,Jerry was scared of the pain from being hit.,Jerry was fearful that Tom would come and inflict pain on Muscles and Jerry.,Jerry was afraid of being chased and caught by Tom.
1977,S03E08,7770,8200,Why was Tom smirking?,3,Tom wanted to use the bomb to inflict pain on Butch.,Tom was going to backstab Butch and shoot Butch in order to have Jerry to himself.,Tom had the idea of turning on the switch of the turntable that Jerry was on to trap Jerry.,Tom was excited to get back at Jerry.,mammy two shoes asked Tom to come back into the house to catch jerry
1978,S03E08,8350,8800,Why did Tom look shocked?,1,Tom did not expect to catch a crab instead of Jerry.,Tom was afraid of being eaten by the tribesman.,Tom did not expect that nibbles could escape from Tom's hands,Tom was afraid of angering Spike when Spike sees that Tyke is dirty.,Tom was surprised at Jerry's strength as Tom was pulled by Jerry to go through the mouse hole.
1979,S03E08,8450,8755,Why did the tribesman lick his lips?,0,The tribesman wanted to barbeque and eat Tom.,Tom was excited to eat the food to satisfy his hunger.,Tom was excited to steal and eat the ham.,Tom was so hungry that he could not wait to eat the coconut.,Tom was starving and Tom wanted to eat Jerry.
1980,S03E08,8450,8900,Why did Tom scream and run?,3,Tom was jumping up and screaming in pain as Jerry had bitten Tom's thumb.,Tom was shocked that the piano was coming towards him and Tom was afraid of being squashed by the piano.,Tom was afraid of waking Spike up if Spike fell on the ground after being dragged by Tom.,Tom was afraid of being caught and eaten by the tribesman.,Tom was in pain as Flappy had bitten Tom's tail.
1981,S03E08,9010,9305,Why did the young tribesman lick his lips?,1,Tom was thinking about eating Jerry to satisfy Tom's hunger.,The young tribesman wanted to barbeque and eat Jerry.,Butch was hungry and excited to eat the food he found.,Tom was starving and Tom wanted to eat Jerry.,Tom was excited to eat the food to satisfy his hunger.
1982,S03E08,9010,9495,Why did Jerry run?,1,Tom's mouth was opened in front of Jerry so Jerry stopped to avoid being eaten,Jerry was afraid of being caught and eaten by the young tribesman.,Jerry was scared of the pain from being hit.,Jerry ran away as Jerry did not want to be caught by Tom.,Jerry was afraid of Tom inflicting pain on Jerry.
1983,S03E09,640,1060,Why did Spike wipe Tyke with a towel?,3,Spike realised that he had grabbed Tyke upside down as Tyke was covered in mud.,Spike knew that Tyke was having a bad dream and wanted to comfort Tyke.,Spike wanted to get back at Tom for pouring the washing powder on Tyke.,Spike had bathed Tyke and Tyke was covered with foam.,because tyke was asleep after Spike cradled Tyke to sleep
1984,S03E09,1650,1850,Why did Spike look over?,1,Spike was shocked to see Tom throwing the charcoal and thought that Tom was ruining the barbecue.,Spike saw Tom chasing Jerry.,Tom disguise Tyke as a chicken and pointed to another direction to fool Spike.,Spike felt stupid that Spike had fallen for Tom's distraction.,Spike thought that Tom had stolen the bone.
1985,S03E09,1760,1950,Why did Jerry jump into the hole?,3,Jerry wanted to run away from Lightning to avoid getting eaten.,Butch and Tom were going to catch Jerry and Jerry was surrounded so Jerry jumped to get out of the way and avoid getting caught,Jerry wanted Tom to follow Jerry and jump into the sink as Jerry drained the water so that Tom would crash into the dishes.,Jerry jumped into the small hole to hide as Jerry knew that Tom could not enter the hole.,Jerry jumped to dodge Tom and avoid getting caught and eaten by Tom
1986,S03E09,1760,2050,Why did Tyke fall into the a muddy puddle?,1,Tom was trying to find Jerry in Tyke's kennel in order to catch Jerry.,Tom slid while chasing Jerry and accidentally pushed Tyke into the muddy puddle.,Tyke heard the ruckus from Tom chasing Jerry.,Spike handed Tyke to Tom for Tom to clean the mud off Tyke and Tom complied as Tom was afraid of angering Spike.,"Jerry saw Tom reaching for Jerry and replaced Jerry with Tyke's tail for Tom to grab, so that Jerry would be safe."
1987,S03E09,1950,2400,Why did Spike grab Tom?,1,Spike thought that Tom was Tyke and tried to comfort Tom by carrying and patting Tom.,Spike wanted to berate Tom for pushing Tyke into the muddy puddle and making Tyke dirty.,Spike wanted to stop Tom from running away to give Tom a warning.,Jerry tried to get Tom into trouble with Spike.,Spike thought that Tom was Tyke and tried to comfort Tom by carrying and patting Tom when heard Tom scream.
1988,S03E09,1950,2300,Why did Spike flip over Tyke?,1,because spike wanted comfort and put Tyke to sleep.,Spike realised that he had grabbed Tyke upside down as Tyke was covered in mud.,because spike wanted to teach tyke about something,Spike and Tyke were happy that they were going on a picnic.,Spike was protecting Tyke from Tom who was chasing Jerry.
1989,S03E09,2260,2500,Why did Tom run off with Tyke?,2,Tom was afraid of Spike and wanted to appease Spike.,Tom was trying to find Jerry in Tyke's kennel in order to catch Jerry.,Spike handed Tyke to Tom for Tom to clean the mud off Tyke and Tom complied as Tom was afraid of angering Spike.,Tom realised that Tom and Jerry had played tic-tac-toe on Tyke's back and Tom returned to clean the pencil marks.,"Jerry saw Tom reaching for Jerry and replaced Jerry with Tyke's tail for Tom to grab, so that Jerry would be safe."
1990,S03E09,2550,2930,Why did Jerry nod his head?,3,Jerry wanted to hurt Tom and run away.,Jerry was feeling sorry for Tom as Tom fell down multiple times.,Jerry was sympathising Tom as Tom was sad and intended to commit suicide.,Jerry thought of an idea to get Tom punished by Spike.,Jerry was curious after seeing Tom's happy reaction to a telegram.
1991,S03E09,2550,3200,Why did Tom cross his arms?,4,Tom was calling out for help.,Tom was upset that he could have eaten Quacker but Jerry saved Quacker and ran away from Tom.,Tom was scared of falling off the pole and getting hurt,Tom was marking Jerry's position so that Tom could drill the wall and catch Jerry.,Tom was upset that Spike threatened Tom to guard Tyke
1992,S03E09,3190,3330,Why did Tom fall into the muddy puddle?,2,"Jerry was running to the hole and ran past Tom, causing Tom to trip and fall.",Tom was hurt when he hammered the tire which caused the hammer to bounce back and hit Tom's face.,Tom was preventing Tyke from getting dirty by rushing to stop Tyke from falling into the muddy puddle and fell into the puddle instead.,jerry threw a brick at the pot that Tom was sitting on causing him to sink,Tom jumped out in pain as there was a crab grabbing Tom's tail.
1993,S03E09,3190,3500,Why did Tom wipe his sweat?,1,Tom was relieved that what he dreamt of was a nightmare and not real,Tom was relieved that Tyke did not get dirty by the mud.,Tom was afraid that he would sink after the brick broke the pot Tom was sitting on.,Tom was tired from scrubbing the floor and was sweating from it ,Jerry was relieved that he got rid of Tom.
1994,S03E09,3190,3550,Why did Tom jump up and scream?,1,Tom was in pain from Tom's ghost chomping down on Tom's tail.,Tom was shocked that there was mud on Tyke when Tyke was clean before.,"Jerry was attacking Tom with the board, causing Tom feel painful and jump up",Tom was shocked to see Jerry lighting a large fire cracker under the sleeping Spike.,Tom was shocked when Tom heard the laughing sound from three cats
1995,S03E09,3500,3830,Why was Tom chasing Jerry?,2,Jerry fell in love with the female mouse and wanted to stay with the female mouse instead of Tom,Tom was shocked from Jerry's loud air horn.,Tom wanted to catch Jerry and get back at Jerry for laughing at Tom.,Jerry wanted to lead Tom towards the hole in the floor to make Tom fall.,Tom was occupied with looking at Toodles.
1996,S03E09,3700,4070,Why did Tom stop chasing Jerry?,2,Tom was lazy and Tom did not want to catch Jerry.,"Tom did not want Jerry to fall off the table and hit the ground, so Tom ran to catch Jerry with a pillow.",Jerry stopped to challenge Tom to a game of tic-tac-toe on Tyke's back.,Tom was sneaking up on Jerry to catch Jerry off guard and stab Jerry,Tom wanted to play tricks on Jerry after seeing Jerry carrying the piece of cheese.
1997,S03E09,3900,4260,Why did Tom return to Tyke?,2,Tom wanted to appease Spike when Spike realised that Tom was not Tyke.,Tom was trying to find Jerry in Tyke's kennel in order to catch Jerry.,Tom realised that Tom and Jerry had played tic-tac-toe on Tyke's back and Tom returned to clean the pencil marks.,Spike handed Tyke to Tom for Tom to clean the mud off Tyke and Tom complied as Tom was afraid of angering Spike.,Tom did not want to anger Spike when Spike realises that Tom was not Tyke.
1998,S03E09,4300,4463,Why did Tom make a funny face at Jerry?,4,Tom accidentally threw a bowling ball on himself so Jerry was laughing at Tom humiliating himself,Tom was showing to jerry that Tom had found jerry,Jerry wanted to provoke Tom and destroy Tom's dinner as Tom shot and disregarded the contract.,Tom was happy that he outsmarted Jerry and could no longer be threatened by Jerry.,Tom felt proud that he managed to dodge the Tomato that Jerry threw at Tom.
1999,S03E09,4300,4590,Why was Tom hit by a Tomato?,0,Tom rushed in front of Tyke to prevent the Tomato from hitting Tyke by letting the Tomato hit Tom.,Jerry wanted to sabotage Tom by throwing a Tomato at Spike when Tom was holding a Tomato to make Spike think that Tom was the one who threw the Tomato.,Jerry wanted to sprayed the Tomato juice on Tom to distract Tom and run away from Tom.,Jerry saw Tom catching Nibbles in the glass and wanted to save Nibbles by throwing the Tomato at Tom.,Tom wanted to make it seem like the Tomato was jerry to fake jerry's death
2000,S03E09,4770,4950,Why did Tom look shocked?,2,Tom was afraid of angering Spike when Spike sees that Tyke is dirty.,Tom was surprised at Jerry's strength as Tom was pulled by Jerry to go through the mouse hole.,Tom was afraid that Jerry would pour the ink on Tyke and make Tyke dirty.,Tom wanted to be dancing with Toots instead of Jerry.,Tom did not expect to catch a crab instead of Jerry.
2001,S03E09,4880,5330,Why did Tom walk away?,1,Tom was afraid of the witch and wanted to run away from the witch,Tom was pretending to walk away to get inside the house through another window and take the ink bottle from Jerry away.,Tom was running away from Joan who was angry that Tom ate the whole cake.,Tom was trying to get away from the vacuum cleaner he thought was a ghost as Tom was scared.,Tom ran away as he did not want to be bullied by the dog.
2002,S03E09,5200,5594,Why was Tyke covered with ink?,1,Tom was not looking as he dipped his paintbrush into a variety of different colors and painted Tyke.,Tom grabbed the ink bottle from Jerry and threw the ink bottle away which rolled back and spilled on Tyke.,Jerry connected the other end of the hosepipe to a large container of tar when Tom was trying to use the hose to wash the paint off.,Jerry wanted Tom to create blue ink mess on the wall by wiping the blue ink on the wall.,Tom wanted to make Tyke look clean by covering the ink with the paint.
2003,S03E09,5240,5800,Why was Tom shocked?,4,Tom did not expect someone to drag him by the neck.,Tom was afraid of being smashed by the pig.,Tom did not expect that the tiny bulldog could not be hurt by the dynamite.,Tom did not expect that nibbles could escape from Tom's hands,Tom did not expect Tyke to be covered in ink as Tom had thrown the ink bottle away.
2004,S03E09,5771,6000,Why did Tom paint Tyke?,3,Tom wanted to disguise Tyke as a chicken by covering Tyke with feathers.,Tom wanted to appease Spike when Spike realised that Tom was not Tyke.,Spike handed Tyke to Tom for Tom to clean the mud off Tyke and Tom complied as Tom was afraid of angering Spike.,Tom wanted to make Tyke look clean by covering the ink with the paint.,Tom realised that Tom and Jerry had played tic-tac-toe on Tyke's back and Tom returned to clean the pencil marks.
2005,S03E09,6014,6200,Why did Tyke become colorful?,0,Tom was not looking as he dipped his paintbrush into a variety of different colors and painted Tyke.,Tom wanted to make Tyke look clean by covering the ink with the paint.,Tom grabbed the ink bottle from Jerry and threw the ink bottle away which rolled back and spilled on Tyke.,Tom realised that Tom and Jerry had played tic-tac-toe on Tyke's back and Tom returned to clean the pencil marks.,Tom did not want to anger Spike when Spike realises that Tom was not Tyke.
2006,S03E09,6200,6600,Why did Tom grab a hose?,2,Tom was hoping that the water will drown the band and stop the music.,Jerry and Nibbles opened the champagne and caused it to burst out and sprayed Tom.,Tom wanted to make Tyke clean again as Tyke was filled with colourful paint.,Tom wanted to catch and eat the fish.,Tom felt sad so Tom went into the pipe to sleep
2007,S03E09,6200,6700,Why was Tyke covered with tar?,2,Tom grabbed the ink bottle from Jerry and threw the ink bottle away which rolled back and spilled on Tyke.,Tom slid while chasing Jerry and accidentally pushed Tyke into the muddy puddle.,Jerry connected the other end of the hosepipe to a large container of tar when Tom was trying to use the hose to wash the paint off.,Tom wanted to trap Tyke in the bucket as tyke was biting Tom's tail and pulling Tom,Tom wanted to make Tyke look clean by covering the ink with the paint.
2008,S03E09,6600,6940,Why did Tom look horrified?,4,Tom was in pain.,Tom was scared about getting into trouble for the mess in the kitchen after Tom's vision had cleared up.,Tom was afraid of angry Toodles.,Tom was delighted that Spike would no longer be able to roam freely.,Tom was afraid of angering Spike when Spike sees that Tyke is dirty.
2009,S03E09,6800,7200,Why did Tom put Tyke into the pillow?,1,Tom was trying to find Jerry in Tyke's kennel in order to catch Jerry.,Tom wanted to disguise Tyke as a chicken by covering Tyke with feathers.,Tom realised that Tom and Jerry had played tic-tac-toe on Tyke's back and Tom returned to clean the pencil marks.,Tom wanted to make Tyke look clean by covering the ink with the paint.,Spike handed Tyke to Tom for Tom to clean the mud off Tyke and Tom complied as Tom was afraid of angering Spike.
2010,S03E09,7145,7241,Why did Tom point to another side?,2,Tom wanted to take revenge on Jerry.,because Tom wanted to catch and attack jerry,Tom was afraid of angering Spike when Spike sees that Tyke is dirty so Tom point to another direction to fool Spike.,Tom wanted Topsy to chase and catch Jerry.,Tom wanted to find and catch Jerry.
2011,S03E09,6800,7603,Why did Spike walk away?,4,"Jerry confirmed that the disguise was Tom, causing Spike to get angry and chase Tom.",spike wanted to catch and bite Tom,Spike saw Tom chasing Jerry.,because Tom tricked spike and pushed spike out of the house,Tom disguise Tyke as a chicken and pointed to another direction to fool Spike.
2012,S03E09,7644,7800,Why did Tom scream?,1,"Jerry shut Tom's tail on the waffle maker, causing pain to Tom.",Tom was in pain from being bitten by Tyke on the tail.,Tom was scared to see that his tail had became bare.,Jerry hurt Tom by biting Tom's finger so Tom shouted in pain,Tom was shouting in pain since the cover fell on Tom's foot
2013,S03E09,7821,8000,Why did Tom hide behind the door?,0,Tom was trying to hide Tyke from Spike so Tom hide behind the door for Spike to run past.,Tom wanted to hide and ambush Jerry.,Tom wanted to find out how the peanuts went through the door,Tom was chasing Jerry who ran out of the door and the door closed on Tom.,Tom broke the door while chasing Jerry who ran out of the house.
2014,S03E09,8040,8300,Why did Tom stop adding washing powder into the washing machine?,4,Tom was relieved that Tyke did not get dirty by the mud.,Tom wanted to empty his socks which was dirty as Tom was thrown into the thrash.,because Tom wanted to appear helpful to Joan by catching jerry,Tom was relieved that he was not hurt by Spike.,Tom wanted to give Tyke back to Spike to appease Spike.
